source_row_uid,election,stat_area_vintage,source_locality_code,source_locality_name,effective_locality_code,effective_locality_name,source_kalpi,ballot_base,eligible_voters,actual_voters,gap_reason_code,resolution_state,classification_confidence,gap_explanation,arcgis_audit_status,arcgis_audit_reason,arcgis_review_decision,arcgis_review_basis,final_assignment_method,final_assignment_source,unresolved_reason
K24:11226,K24,2011,531,עראבה,531,עראבה,9.2,9,537,251,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11227,K24,2011,531,עראבה,531,עראבה,9.3,9,537,277,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11228,K24,2011,531,עראבה,531,עראבה,9.4,9,536,291,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10864,K24,2011,532,עין מאהל,532,עין מאהל,10.1,10,624,251,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10865,K24,2011,532,עין מאהל,532,עין מאהל,10.2,10,624,232,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10866,K24,2011,532,עין מאהל,532,עין מאהל,10.3,10,624,263,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10867,K24,2011,532,עין מאהל,532,עין מאהל,10.4,10,624,278,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10868,K24,2011,532,עין מאהל,532,עין מאהל,10.5,10,624,209,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10869,K24,2011,532,עין מאהל,532,עין מאהל,10.6,10,624,229,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10870,K24,2011,532,עין מאהל,532,עין מאהל,13.1,13,616,265,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10871,K24,2011,532,עין מאהל,532,עין מאהל,13.2,13,616,269,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10872,K24,2011,532,עין מאהל,532,עין מאהל,13.3,13,616,260,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10873,K24,2011,532,עין מאהל,532,עין מאהל,13.4,13,616,221,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10874,K24,2011,532,עין מאהל,532,עין מאהל,13.5,13,616,229,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10875,K24,2011,532,עין מאהל,532,עין מאהל,13.6,13,615,268,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10861,K24,2011,532,עין מאהל,532,עין מאהל,5.1,5,632,212,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10862,K24,2011,532,עין מאהל,532,עין מאהל,5.2,5,632,294,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10863,K24,2011,532,עין מאהל,532,עין מאהל,5.3,5,631,275,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11202,K24,2011,534,עספיא,534,עספיא,1.1,1,565,221,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11203,K24,2011,534,עספיא,534,עספיא,1.2,1,565,262,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
